code4Digits,code6Digits,code8Digits,descriptionBa,descriptionEn,descriptionDe,descriptionHr,descriptionSr,chapter,heading,dutyRate,vatRate,excise,materialComposition,processingMethod,endUse,isActive
0902,0902.10,0902.10.00,– zeleni čaj (nefermentiran) u originalnim,– green tea (unfermented) in original form,– Grüner Tee (unfermentiert) in Originalform,– zeleni čaj (nefermentiran) u originalnim,– zeleni čaj (nefermentiran) u originalnim,9,0902,0,17%,,,,,true
0902,0902.20,0902.20.00,– ostali zeleni čaj (nefermentiran),- other green tea (unfermented),- anderer grüner Tee (unfermentiert),– ostali zeleni čaj (nefermentiran),– ostali zeleni čaj (nefermentiran),9,0902,0,17%,,,,,true
0902,0902.30,0902.30.00,"– crni čaj (fermentiran) i djelimično fermentiran čaj,","– black tea (fermented) and partially fermented tea,","– schwarzer Tee (fermentiert) und teilweise fermentierter Tee,","– crni čaj (fermentiran) i djelimično fermentiran čaj,","– crni čaj (fermentiran) i djelimično fermentiran čaj,",9,0902,0,17%,,,,,true
0902,0902.40,0902.40.00,– ostali crni čaj (fermentiran) i ostali djelimično,– other black tea (fermented) and other partially,– anderer schwarzer Tee (fermentiert) und andere teilweise,– ostali crni čaj (fermentiran) i ostali djelimično,– ostali crni čaj (fermentiran) i ostali djelimično,9,0902,0,17%,,,,,true
0903,0903.00,0903.00.00,Mate–čaj,Mate tea,Mate-Tee,Mate–čaj,Mate–čaj,9,0903,0,17%,,,,,true
0904,0904.11,0904.11.00,– – nedrobljen i nemljeven,– – uncrushed and unground,– – unzerkleinert und ungemahlen,– – nedrobljen i nemljeven,– – nedrobljen i nemljeven,9,0904,–,17%,,,,,true
0904,0904.12,0904.12.00,– – drobljen ili mljeven,– – Crushed or ground,– – Zerkleinert oder gemahlen,– – drobljen ili mljeven,– – drobljen ili mljeven,9,0904,–,17%,,,,,true
0904,0904.21,0904.21.10,– – – slatka paprika (Capsicum annuum),– – – sweet pepper (Capsicum annuum),– – – Paprika (Capsicum annuum),– – – slatka paprika (Capsicum annuum),– – – slatka paprika (Capsicum annuum),9,0904,–,17%,,,,,true
0904,0904.21,0904.21.90,– – – ostala,– – – other,- - - andere,– – – ostala,– – – ostala,9,0904,–,17%,,,,,true
0904,0904.22,0904.22.00,– – drobljena ili mljevena,– – crushed or ground,– – zerkleinert oder gemahlen,– – drobljena ili mljevena,– – drobljena ili mljevena,9,0904,–,17%,,,,,true
0905,0905.10,0905.10.00,– nemljevena ili nedrobljena,– not ground or crushed,– nicht gemahlen oder zerkleinert,– nemljevena ili nedrobljena,– nemljevena ili nedrobljena,9,0905,–,17%,,,,,true
0905,0905.20,0905.20.00,– mljevena ili drobljena,– ground or crushed,– gemahlen oder zerkleinert,– mljevena ili drobljena,– mljevena ili drobljena,9,0905,–,17%,,,,,true
0906,0906.11,0906.11.00,– – cimet (Cinnamomum zeylanicum Blume),– – cinnamon (Cinnamomum zeylanicum Blume),– – Zimt (Cinnamomum zeylanicum Blume),– – cimet (Cinnamomum zeylanicum Blume),– – cimet (Cinnamomum zeylanicum Blume),9,0906,–,17%,,,,,true
0906,0906.19,0906.19.00,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,9,0906,–,17%,,,,,true
0906,0906.20,0906.20.00,– drobljen ili mljeven,– crushed or ground,– zerkleinert oder gemahlen,– drobljen ili mljeven,– drobljen ili mljeven,9,0906,–,17%,,,,,true
0907,0907.10,0907.10.00,– nemljeveni ili nedrobljeni,– not ground or crushed,– nicht gemahlen oder zerkleinert,– nemljeveni ili nedrobljeni,– nemljeveni ili nedrobljeni,9,0907,–,17%,,,,,true
0907,0907.20,0907.20.00,– mljeveni ili drobljeni,– ground or crushed,– gemahlen oder zerkleinert,– mljeveni ili drobljeni,– mljeveni ili drobljeni,9,0907,–,17%,,,,,true
0908,0908.11,0908.11.00,– – nemljeven ili nedrobljen,– – not ground or crushed,– – nicht gemahlen oder zerkleinert,– – nemljeven ili nedrobljen,– – nemljeven ili nedrobljen,9,0908,–,17%,,,,,true
0908,0908.12,0908.12.00,– – mljeven ili drobljen,– – Ground or crushed,– – Gemahlen oder zerkleinert,– – mljeven ili drobljen,– – mljeven ili drobljen,9,0908,–,17%,,,,,true
0908,0908.21,0908.21.00,– – nedrobljen ili nemljeven,– – not crushed or ground,– – nicht zerkleinert oder gemahlen,– – nedrobljen ili nemljeven,– – nedrobljen ili nemljeven,9,0908,–,17%,,,,,true
0908,0908.22,0908.22.00,– – mljeven ili drobljen,– – Ground or crushed,– – Gemahlen oder zerkleinert,– – mljeven ili drobljen,– – mljeven ili drobljen,9,0908,–,17%,,,,,true
0908,0908.31,0908.31.00,– – nedrobljeni ili nemljeveni,– – not crushed or ground,– – nicht zerkleinert oder gemahlen,– – nedrobljeni ili nemljeveni,– – nedrobljeni ili nemljeveni,9,0908,–,17%,,,,,true
0908,0908.32,0908.32.00,– – mljeveni ili drobljeni,– – ground or crushed,– – gemahlen oder zerkleinert,– – mljeveni ili drobljeni,– – mljeveni ili drobljeni,9,0908,–,17%,,,,,true
0909,0909.21,0909.21.00,– – nemljeveno ili nedrobljeno,– – not ground or crushed,– – nicht gemahlen oder zerkleinert,– – nemljeveno ili nedrobljeno,– – nemljeveno ili nedrobljeno,9,0909,–,17%,,,,,true
0909,0909.22,0909.22.00,– – mljeveno ili drobljeno,– – ground or crushed,– – gemahlen oder zerkleinert,– – mljeveno ili drobljeno,– – mljeveno ili drobljeno,9,0909,–,17%,,,,,true
0909,0909.31,0909.31.00,– – nemljeveno ili nedrobljeno,– – not ground or crushed,– – nicht gemahlen oder zerkleinert,– – nemljeveno ili nedrobljeno,– – nemljeveno ili nedrobljeno,9,0909,–,17%,,,,,true
0909,0909.32,0909.32.00,– – mljeveno ili drobljeno,– – ground or crushed,– – gemahlen oder zerkleinert,– – mljeveno ili drobljeno,– – mljeveno ili drobljeno,9,0909,–,17%,,,,,true
0909,0909.61,0909.61.00,– – nemljeveno ili nedrobljeno,– – not ground or crushed,– – nicht gemahlen oder zerkleinert,– – nemljeveno ili nedrobljeno,– – nemljeveno ili nedrobljeno,9,0909,–,17%,,,,,true
0909,0909.62,0909.62.00,– – mljeveno ili drobljeno,– – ground or crushed,– – gemahlen oder zerkleinert,– – mljeveno ili drobljeno,– – mljeveno ili drobljeno,9,0909,0,17%,,,,,true
0910,0910.11,0910.11.00,– – nemljeven ili nedrobljen,– – not ground or crushed,– – nicht gemahlen oder zerkleinert,– – nemljeven ili nedrobljen,– – nemljeven ili nedrobljen,9,0910,0,17%,,,,,true
0910,0910.12,0910.12.00,– – mljeven ili drobljen,– – Ground or crushed,– – Gemahlen oder zerkleinert,– – mljeven ili drobljen,– – mljeven ili drobljen,9,0910,0,17%,,,,,true
0910,0910.20,0910.20.10,– – nedrobljen i nemljeven,– – uncrushed and unground,– – unzerkleinert und ungemahlen,– – nedrobljen i nemljeven,– – nedrobljen i nemljeven,9,0910,0,17%,,,,,true
0910,0910.20,0910.20.90,– – drobljen ili mljeven,– – Crushed or ground,– – Zerkleinert oder gemahlen,– – drobljen ili mljeven,– – drobljen ili mljeven,9,0910,0,17%,,,,,true
0910,0910.30,0910.30.00,– kurkuma,– turmeric,- Kurkuma,– kurkuma,– kurkuma,9,0910,0,17%,,,,,true
0910,0910.91,0910.91.05,– – – Kari (curry),– – – Curry,– – – Curry,– – – Kari (curry),– – – Kari (curry),9,0910,0,17%,,,,,true
0910,0910.91,0910.91.10,– – – – nedrobljene i nemljevene,– – – – not crushed or ground,– – – – nicht zerkleinert oder gemahlen,– – – – nedrobljene i nemljevene,– – – – nedrobljene i nemljevene,9,0910,0,17%,,,,,true
0910,0910.91,0910.91.90,– – – – drobljene ili mljevene,– – – – crushed or ground,– – – – zerkleinert oder gemahlen,– – – – drobljene ili mljevene,– – – – drobljene ili mljevene,9,0910,0,17%,,,,,true
0910,0910.99,0910.99.10,– – – sjeme piskavice (kozjeg roga),– – – fenugreek seeds,– – – Bockshornkleesamen,– – – sjeme piskavice (kozjeg roga),– – – sjeme piskavice (kozjeg roga),9,0910,0,17%,,,,,true
0910,0910.99,0910.99.31,– – – – – divlja majčina dušica (Thymus serpyllum L.),– – – – – wild thyme (Thymus serpyllum L.),– – – – – wilder Thymian (Thymus serpyllum L.),– – – – – divlja majčina dušica (Thymus serpyllum L.),– – – – – divlja majčina dušica (Thymus serpyllum L.),9,0910,0,17%,,,,,true
0910,0910.99,0910.99.33,– – – – – ostala,– – – – – other,- - - - - andere,– – – – – ostala,– – – – – ostala,9,0910,0,17%,,,,,true
0910,0910.99,0910.99.39,– – – – drobljena ili mljevena,– – – – crushed or ground,– – – – zerkleinert oder gemahlen,– – – – drobljena ili mljevena,– – – – drobljena ili mljevena,9,0910,0,17%,,,,,true
0910,0910.99,0910.99.91,– – – – nedrobljeni i nemljeveni,– – – – uncrushed and unground,– – – – unzerkleinert und ungemahlen,– – – – nedrobljeni i nemljeveni,– – – – nedrobljeni i nemljeveni,9,0910,0,17%,,,,,true
0910,0910.99,0910.99.99,– – – – drobljeni ili mljeveni,– – – – crushed or ground,– – – – zerkleinert oder gemahlen,– – – – drobljeni ili mljeveni,– – – – drobljeni ili mljeveni,9,0910,0,17%,,,,,true
1001,1001.11,1001.11.00,– – sjemenska (1)(2),– – seed (1)(2),– – Samen (1)(2),– – sjemenska (1)(2),– – sjemenska (1)(2),10,1001,–,17%,,,,,true
1001,1001.19,1001.19.00,– – ostala,– – other,- - andere,– – ostala,– – ostala,10,1001,–,17%,,,,,true
1001,1001.91,1001.91.10,– – – pir,– – – spelt,– – – buchstabiert,– – – pir,– – – pir,10,1001,–,17%,,,,,true
1001,1001.91,1001.91.20,– – – obična pšenica i suražica,– – – common wheat and sorghum,– – – Weizen und Sorghum,– – – obična pšenica i suražica,– – – obična pšenica i suražica,10,1001,–,17%,,,,,true
1001,1001.91,1001.91.90,– – – ostala,– – – other,- - - andere,– – – ostala,– – – ostala,10,1001,–,17%,,,,,true
1001,1001.99,1001.99.00,– – ostala,– – other,- - andere,– – ostala,– – ostala,10,1001,–,17%,,,,,true
1002,1002.10,1002.10.00,– sjemenska (1)(2),– seed (1)(2),– Samen (1)(2),– sjemenska (1)(2),– sjemenska (1)(2),10,1002,–,17%,,,,,true
1002,1002.90,1002.90.00,– ostala,– other,- andere,– ostala,– ostala,10,1002,–,17%,,,,,true
1003,1003.10,1003.10.00,– sjemenski (1)(2),– seed (1)(2),– Samen (1)(2),– sjemenski (1)(2),– sjemenski (1)(2),10,1003,–,17%,,,,,true
1003,1003.90,1003.90.00,– ostali,– others,– andere,– ostali,– ostali,10,1003,–,17%,,,,,true
1004,1004.10,1004.10.00,– sjemenska (1)(2),– seed (1)(2),– Samen (1)(2),– sjemenska (1)(2),– sjemenska (1)(2),10,1004,–,17%,,,,,true
1004,1004.90,1004.90.00,– ostala,– other,- andere,– ostala,– ostala,10,1004,–,17%,,,,,true
1005,1005.10,1005.10.13,– – – trolinijski hibridi,– – – three-line hybrids,– – – Drei-Leitungs-Hybride,– – – trolinijski hibridi,– – – trolinijski hibridi,10,1005,–,17%,,,,,true
1005,1005.10,1005.10.15,– – – običan hibridni,– – – ordinary hybrid,– – – gewöhnlicher Hybrid,– – – običan hibridni,– – – običan hibridni,10,1005,–,17%,,,,,true
1005,1005.10,1005.10.18,– – – ostali,– – – others,– – – andere,– – – ostali,– – – ostali,10,1005,–,17%,,,,,true
1005,1005.10,1005.10.90,– – ostali,– – others,– – andere,– – ostali,– – ostali,10,1005,–,17%,,,,,true
1005,1005.90,1005.90.00,– ostali,– others,– andere,– ostali,– ostali,10,1005,–,17%,,,,,true
1006,1006.10,1006.10.10,– – za sjetvu,– – for sowing,– – zum Aussäen,– – za sjetvu,– – za sjetvu,10,1006,–,17%,,,,,true
1006,1006.10,1006.10.30,– – – okruglog zrna,– – – round grain,– – – Rundkorn,– – – okruglog zrna,– – – okruglog zrna,10,1006,–,17%,,,,,true
1006,1006.10,1006.10.50,– – – srednjeg zrna,– – – medium grain,– – – mittelkörnig,– – – srednjeg zrna,– – – srednjeg zrna,10,1006,–,17%,,,,,true
1006,1006.10,1006.10.71,– – – – omjera između dužine i širine većeg od 2 ali,– – – – of a ratio between length and width greater than 2 but,"– – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – omjera između dužine i širine većeg od 2 ali,– – – – omjera između dužine i širine većeg od 2 ali,10,1006,–,17%,,,,,true
1006,1006.10,1006.10.79,– – – – omjera između dužine i širine 3 ili većeg  od 3,– – – – of a ratio between length and width of 3 or greater than 3,– – – – eines Längen-Breiten-Verhältnisses von 3 oder größer als 3,– – – – omjera između dužine i širine 3 ili većeg  od 3,– – – – omjera između dužine i širine 3 ili većeg  od 3,10,1006,0,17%,,,,,true
1006,1006.10,1006.10.90,– – – ostalo,– – – other,- - - andere,– – – ostalo,– – – ostalo,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.11,– – – okruglog zrna,– – – round grain,– – – Rundkorn,– – – okruglog zrna,– – – okruglog zrna,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.13,– – – srednjeg zrna,– – – medium grain,– – – mittelkörnig,– – – srednjeg zrna,– – – srednjeg zrna,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.15,– – – – omjera između dužine i širine većeg od 2 ali,– – – – of a ratio between length and width greater than 2 but,"– – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – omjera između dužine i širine većeg od 2 ali,– – – – omjera između dužine i širine većeg od 2 ali,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.17,– – – – omjera između dužine i širine 3 ili većeg od 3,– – – – of a ratio between length and width of 3 or greater than 3,– – – – eines Längen-Breiten-Verhältnisses von 3 oder größer als 3,– – – – omjera između dužine i širine 3 ili većeg od 3,– – – – omjera između dužine i širine 3 ili većeg od 3,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.19,– – – ostalа,– – – other,- - - andere,– – – ostalа,– – – ostalа,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.92,– – – okruglog zrna,– – – round grain,– – – Rundkorn,– – – okruglog zrna,– – – okruglog zrna,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.94,– – – srednjeg zrna,– – – medium grain,– – – mittelkörnig,– – – srednjeg zrna,– – – srednjeg zrna,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.96,– – – – omjera između dužine i širine većeg od 2 ali,– – – – of a ratio between length and width greater than 2 but,"– – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – omjera između dužine i širine većeg od 2 ali,– – – – omjera između dužine i širine većeg od 2 ali,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.98,– – – – omjera između dužine i širine 3 ili većeg od 3,– – – – of a ratio between length and width of 3 or greater than 3,– – – – eines Längen-Breiten-Verhältnisses von 3 oder größer als 3,– – – – omjera između dužine i širine 3 ili većeg od 3,– – – – omjera između dužine i širine 3 ili većeg od 3,10,1006,0,17%,,,,,true
1006,1006.20,1006.20.99,– – – ostalа,– – – other,- - - andere,– – – ostalа,– – – ostalа,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.21,– – – – okruglog zrna,– – – – round grain,– – – – Rundkorn,– – – – okruglog zrna,– – – – okruglog zrna,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.23,– – – – srednjeg zrna,– – – – medium grain,– – – – mittelkörnig,– – – – srednjeg zrna,– – – – srednjeg zrna,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.25,– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – of a ratio between length and width greater than 2 but,"– – – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – omjera između dužine i širine većeg od 2 ali,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.27,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – of a ratio between length and width of 3 or greater,– – – – – eines Verhältnisses zwischen Länge und Breite von 3 oder größer,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – omjera između dužine i širine 3 ili većeg od 3,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.29,– – – – ostalа,– – – – other,- - - - andere,– – – – ostalа,– – – – ostalа,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.42,– – – – okruglog zrna,– – – – round grain,– – – – Rundkorn,– – – – okruglog zrna,– – – – okruglog zrna,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.46,– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – of a ratio between length and width greater than 2 but,"– – – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – omjera između dužine i širine većeg od 2 ali,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.48,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – of a ratio between length and width of 3 or greater,– – – – – eines Verhältnisses zwischen Länge und Breite von 3 oder größer,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – omjera između dužine i širine 3 ili većeg od 3,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.49,– – – – ostalа,– – – – other,- - - - andere,– – – – ostalа,– – – – ostalа,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.61,– – – – okruglog zrna,– – – – round grain,– – – – Rundkorn,– – – – okruglog zrna,– – – – okruglog zrna,10,1006,0,17%,,,,,true
1006,1006.30,1006.30.63,– – – – srednjeg zrna,– – – – medium grain,– – – – mittelkörnig,– – – – srednjeg zrna,– – – – srednjeg zrna,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.65,– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – of a ratio between length and width greater than 2 but,"– – – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – omjera između dužine i širine većeg od 2 ali,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.67,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – of a ratio between length and width of 3 or greater,– – – – – eines Verhältnisses zwischen Länge und Breite von 3 oder größer,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – omjera između dužine i širine 3 ili većeg od 3,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.69,– – – – ostalа,– – – – other,- - - - andere,– – – – ostalа,– – – – ostalа,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.92,– – – – okruglog zrna,– – – – round grain,– – – – Rundkorn,– – – – okruglog zrna,– – – – okruglog zrna,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.94,– – – – srednjeg zrna,– – – – medium grain,– – – – mittelkörnig,– – – – srednjeg zrna,– – – – srednjeg zrna,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.96,– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – of a ratio between length and width greater than 2 but,"– – – – – eines Verhältnisses zwischen Länge und Breite größer als 2, aber",– – – – – omjera između dužine i širine većeg od 2 ali,– – – – – omjera između dužine i širine većeg od 2 ali,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.98,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – of a ratio between length and width of 3 or greater,– – – – – eines Verhältnisses zwischen Länge und Breite von 3 oder größer,– – – – – omjera između dužine i širine 3 ili većeg od 3,– – – – – omjera između dužine i širine 3 ili većeg od 3,10,1006,–,17%,,,,,true
1006,1006.30,1006.30.99,– – – – ostalа,– – – – other,- - - - andere,– – – – ostalа,– – – – ostalа,10,1006,–,17%,,,,,true
1006,1006.40,1006.40.00,– lomljena riža,– broken rice,– Bruchreis,– lomljena riža,– lomljena riža,10,1006,–,17%,,,,,true
1007,1007.10,1007.10.10,– – hibridni,– – hybrid,– – Hybrid,– – hibridni,– – hibridni,10,1007,–,17%,,,,,true
1007,1007.10,1007.10.90,– – ostali,– – others,– – andere,– – ostali,– – ostali,10,1007,–,17%,,,,,true
1007,1007.90,1007.90.00,– ostali,– others,– andere,– ostali,– ostali,10,1007,–,17%,,,,,true
1008,1008.10,1008.10.00,– heljda,– buckwheat,– Buchweizen,– heljda,– heljda,10,1008,–,17%,,,,,true
1008,1008.21,1008.21.00,– – sjeme,– – seed,- - Samen,– – sjeme,– – sjeme,10,1008,–,17%,,,,,true
1008,1008.29,1008.29.00,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,10,1008,–,17%,,,,,true
1008,1008.30,1008.30.00,– sjeme za ptice,– bird seed,– Vogelfutter,– sjeme za ptice,– sjeme za ptice,10,1008,–,17%,,,,,true
1008,1008.40,1008.40.00,– fonio žitarice (Digitaria spp.),– fonio cereals (Digitaria spp.),– Fonio-Getreide (Digitaria spp.),– fonio žitarice (Digitaria spp.),– fonio žitarice (Digitaria spp.),10,1008,–,17%,,,,,true
1008,1008.50,1008.50.00,– kvinoa žitarice (Chenopodium quinoa),- quinoa cereal (Chenopodium quinoa),- Quinoa-Müsli (Chenopodium quinoa),– kvinoa žitarice (Chenopodium quinoa),– kvinoa žitarice (Chenopodium quinoa),10,1008,–,17%,,,,,true
1008,1008.60,1008.60.00,– tritikale,– triticale,– Triticale,– tritikale,– tritikale,10,1008,–,17%,,,,,true
1008,1008.90,1008.90.00,– ostale žitarice,– other cereals,– andere Getreidesorten,– ostale žitarice,– ostale žitarice,10,1008,–,17%,,,,,true
1101,1101.00,1101.00.11,– – od tvrde pšenice,– – of durum wheat,– – von Hartweizen,– – od tvrde pšenice,– – od tvrde pšenice,11,1101,"10+0,2KM/kg",17%,,,,,true
1101,1101.00,1101.00.15,– – od obične pšenice i pira,– – from common wheat and spelled,– – aus Weizen und Dinkel,– – od obične pšenice i pira,– – od obične pšenice i pira,11,1101,"10+0,2KM/kg",17%,,,,,true
1101,1101.00,1101.00.90,– brašno od suražice,– suražica flour,– Suražica-Mehl,– brašno od suražice,– brašno od suražice,11,1101,"10+0,2KM/kg",17%,,,,,true
1102,1102.20,1102.20.10,"– – sa sadržajem masti ne većim od 1,5% po masi",– – with a fat content not exceeding 1.5% by weight,"– – mit einem Fettgehalt von höchstens 1,5 Gewichtsprozent","– – sa sadržajem masti ne većim od 1,5% po masi","– – sa sadržajem masti ne većim od 1,5% po masi",11,1102,"10+0,2KM/kg",17%,,,,,true
1102,1102.20,1102.20.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,11,1102,"10+0,2KM/kg",17%,,,,,true
1102,1102.90,1102.90.10,– – ječmeno brašno,– – barley flour,– – Gerstenmehl,– – ječmeno brašno,– – ječmeno brašno,11,1102,"10+0,2KM/kg",17%,,,,,true
1102,1102.90,1102.90.30,– – zobeno brašno,– – oat flour,– – Hafermehl,– – zobeno brašno,– – zobeno brašno,11,1102,"10+0,2KM/kg",17%,,,,,true
1102,1102.90,1102.90.50,– – rižino brašno,– – rice flour,– – Reismehl,– – rižino brašno,– – rižino brašno,11,1102,0,17%,,,,,true
1102,1102.90,1102.90.70,– – raženo brašno,– – rye flour,– – Roggenmehl,– – raženo brašno,– – raženo brašno,11,1102,10,17%,,,,,true
1102,1102.90,1102.90.90,– – ostalo,– – other,- - andere,– – ostalo,– – ostalo,11,1102,"10+0,2KM/kg",17%,,,,,true
1103,1103.11,1103.11.10,– – – od tvrde pšenice,– – – of durum wheat,– – – von Hartweizen,– – – od tvrde pšenice,– – – od tvrde pšenice,11,1103,"10+0,15KM/kg",17%,,,,,true
1103,1103.11,1103.11.90,– – – od obične pšenice i pira,– – – from common wheat and spelled,– – – aus Weizen und Dinkel,– – – od obične pšenice i pira,– – – od obične pšenice i pira,11,1103,"10+0,15KM/kg",17%,,,,,true
1103,1103.13,1103.13.10,"– – – sa sadržajem masti ne većim od 1,5% po",– – – with a fat content not exceeding 1.5% by weight,"– – – mit einem Fettgehalt von höchstens 1,5 Gewichtsprozent","– – – sa sadržajem masti ne većim od 1,5% po","– – – sa sadržajem masti ne većim od 1,5% po",11,1103,"10+0,15KM/kg",17%,,,,,true
1103,1103.13,1103.13.90,– – – ostala,– – – other,- - - andere,– – – ostala,– – – ostala,11,1103,–,17%,,,,,true
1103,1103.19,1103.19.20,– – – od raži ili ječma,– – – of rye or barley,– – – aus Roggen oder Gerste,– – – od raži ili ječma,– – – od raži ili ječma,11,1103,–,17%,,,,,true
1103,1103.19,1103.19.40,– – – od zobi,– – – of oats,– – – von Hafer,– – – od zobi,– – – od zobi,11,1103,–,17%,,,,,true
1103,1103.19,1103.19.50,– – – od riže,– – – of rice,– – – von Reis,– – – od riže,– – – od riže,11,1103,–,17%,,,,,true
1103,1103.19,1103.19.90,– – – ostala,– – – other,- - - andere,– – – ostala,– – – ostala,11,1103,–,17%,,,,,true
1103,1103.20,1103.20.25,– – od raži ili ječma,– – of rye or barley,– – aus Roggen oder Gerste,– – od raži ili ječma,– – od raži ili ječma,11,1103,–,17%,,,,,true
1103,1103.20,1103.20.30,– – od zobi,– – of oats,– – von Hafer,– – od zobi,– – od zobi,11,1103,–,17%,,,,,true
1103,1103.20,1103.20.40,– – od kukuruza,– – of maize,– – aus Mais,– – od kukuruza,– – od kukuruza,11,1103,–,17%,,,,,true
1103,1103.20,1103.20.50,– – od riže,– – of rice,– – von Reis,– – od riže,– – od riže,11,1103,–,17%,,,,,true
1103,1103.20,1103.20.60,– – od pšenice,– – of wheat,– – von Weizen,– – od pšenice,– – od pšenice,11,1103,–,17%,,,,,true
1103,1103.20,1103.20.90,– – ostale,– – others,– – andere,– – ostale,– – ostale,11,1103,–,17%,,,,,true
1104,1104.12,1104.12.10,– – – valjana,– – – valid,- - - gültig,– – – valjana,– – – valjana,11,1104,–,17%,,,,,true
1104,1104.12,1104.12.90,– – – u ljuskicama,– – – in flakes,– – – in Flocken,– – – u ljuskicama,– – – u ljuskicama,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.10,– – – od pšenice,– – – of wheat,– – – von Weizen,– – – od pšenice,– – – od pšenice,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.30,– – – od raži,– – – of rye,– – – von Roggen,– – – od raži,– – – od raži,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.50,– – – od kukuruza,– – – of maize,– – – von Mais,– – – od kukuruza,– – – od kukuruza,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.61,– – – – valjana,– – – – valid,- - - - gültig,– – – – valjana,– – – – valjana,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.69,– – – – u ljuskicama,– – – – in flakes,– – – – in Flocken,– – – – u ljuskicama,– – – – u ljuskicama,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.91,– – – – rižine ljuskice,– – – – rice flakes,– – – – Reisflocken,– – – – rižine ljuskice,– – – – rižine ljuskice,11,1104,–,17%,,,,,true
1104,1104.19,1104.19.99,– – – – ostala,– – – – other,- - - - andere,– – – – ostala,– – – – ostala,11,1104,–,17%,,,,,true
1104,1104.22,1104.22.40,"– – – oljuštena, nezavisno je li rezana ili gnječena","– – – peeled, regardless of whether it is cut or mashed","– – – geschält, egal ob geschnitten oder püriert","– – – oljuštena, nezavisno je li rezana ili gnječena","– – – oljuštena, nezavisno je li rezana ili gnječena",11,1104,–,17%,,,,,true
1104,1104.22,1104.22.50,– – – perlirana,– – – pearlized,– – – perlmuttfarben,– – – perlirana,– – – perlirana,11,1104,–,17%,,,,,true
1104,1104.22,1104.22.95,– – – ostala,– – – other,- - - andere,– – – ostala,– – – ostala,11,1104,–,17%,,,,,true
1104,1104.23,1104.23.40,"– – – oljuštena, nezavisno je li rezana ili gnječena","– – – peeled, regardless of whether it is cut or mashed","– – – geschält, egal ob geschnitten oder püriert","– – – oljuštena, nezavisno je li rezana ili gnječena","– – – oljuštena, nezavisno je li rezana ili gnječena",11,1104,5,17%,,,,,true
